,swl_code,swl_description,swl_unit,belongs_to,swl_metacode,swl_source,code,code_long_name,code_system,version,ucum_unit,validated
2662,IL2R,Interleukin 2 Rezeptor,kU/l,Klinische Chemie,emptyvalue,emptyvalue,43171-8,Interleukin 2 receptor [Units/volume] in Serum or Plasma,http://loinc.org,2.68,kU/L,X
2663,IL1B,Interleukin 1 beta,µg/l,Klinische Chemie,emptyvalue,emptyvalue,13629-1,Interleukin 1 beta [Mass/volume] in Serum or Plasma,http://loinc.org,2.70,ug/L,X
2664,IL10,Interleukin 10,ng/l,Klinische Chemie,emptyvalue,emptyvalue,26848-2,Interleukin 10 [Mass/volume] in Serum or Plasma,http://loinc.org,2.73,ng/L,X
2665,IH5PCR,Influenza H5N1,emptyvalue,Virologie,emptyvalue,emptyvalue,38272-1,Influenza virus A H5 RNA [Presence] in Specimen by NAA with probe detection,http://loinc.org,2.69,emptyvalue,X
2666,IH1PCR,Influenza Neue H1N1,emptyvalue,Virologie,emptyvalue,emptyvalue,55465-9,Influenza virus A H1 2009 pandemic RNA [Presence] in Specimen by NAA with probe detection,http://loinc.org,2.69,emptyvalue,X
2668,IH1FT,Influenza H1N1 Virus,emptyvalue,Virologie,emptyvalue,emptyvalue,55465-9,Influenza virus A H1 2009 pandemic RNA [Presence] in Specimen by NAA with probe detection,http://loinc.org,2.73,emptyvalue,X
2669,IH1CE,Influenza H1N1,emptyvalue,Virologie,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue
2670,IGM-S,IgM,g/l,Proteindiagnostik,emptyvalue,emptyvalue,2472-9,IgM [Mass/volume] in Serum or Plasma,http://loinc.org,2.73,g/L,X
2672,IGMIT,IgM intrathekale Synthese,%,Proteindiagnostik,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,%,X
2673,IGM,IgM,g/l,Proteindiagnostik,emptyvalue,emptyvalue,2472-9,IgM [Mass/volume] in Serum or Plasma,http://loinc.org,2.70,g/L,X
2674,IGGT,Spezif. IgG Tetanus [Fremdlabor],IU/ml,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue
2675,IGG-S,IgG,g/l,emptyvalue,emptyvalue,emptyvalue,2465-3,IgG [Mass/volume] in Serum or Plasma,http://loinc.org,2.73,g/L,X
2676,IGGP,Pneumokokken-Ak IgG [Fremdlabor],mg/l,Bakteriologie,emptyvalue,emptyvalue,46205-1,Streptococcus pneumoniae IgG Ab [Mass/volume] in Serum,http://loinc.org,2.34,mg/L,X
2677,IGGIT,IgG intrathekale Synthese,%,Proteindiagnostik,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,%,X
2679,IGG4,IgG 4,g/l,Proteindiagnostik,emptyvalue,emptyvalue,2469-5,IgG subclass 4 [Mass/volume] in Serum,http://loinc.org,2.38,g/L,X
2680,IGG3,IgG 3,g/l,Proteindiagnostik,emptyvalue,emptyvalue,2468-7,IgG subclass 3 [Mass/volume] in Serum,http://loinc.org,2.38,g/L,X
2681,IGG2,IgG 2,g/l,Proteindiagnostik,emptyvalue,emptyvalue,2467-9,IgG subclass 2 [Mass/volume] in Serum,http://loinc.org,2.38,g/L,X
2682,IGG1,IgG 1,g/l,Proteindiagnostik,emptyvalue,emptyvalue,2466-1,IgG subclass 1 [Mass/volume] in Serum,http://loinc.org,2.38,g/L,X
2683,IGG,IgG,g/l,Proteindiagnostik,emptyvalue,emptyvalue,2465-3,IgG [Mass/volume] in Serum or Plasma,http://loinc.org,2.70,g/L,X
2684,IGFBP3,IGF-BP3,ng/ml,Hormone,emptyvalue,emptyvalue,2483-6,Insulin-like growth factor binding protein 3 [Mass/volume] in Serum or Plasma,http://loinc.org,2.70,ug/mL,X
2685,IGF3,IGF-BP3,µg/ml,Hormone,emptyvalue,emptyvalue,2483-6,Insulin-like growth factor binding protein 3 [Mass/volume] in Serum or Plasma,http://loinc.org,2.70,ug/mL,X
2686,IGF2FV,Insulin-like-growth-factor 2 [Fremdlabor],ng/ml,emptyvalue,emptyvalue,emptyvalue,2485-1,Insulin-like growth factor-II [Mass/volume] in Serum or Plasma,http://loinc.org,2.73,ng/mL,X
2687,IGF2,IGF-2,ng/ml,0,emptyvalue,emptyvalue,2485-1,Insulin-like growth factor-II [Mass/volume] in Serum or Plasma,http://loinc.org,2.34,ng/mL,X
2688,IGF10,IGF-1  0 min,µg/l,Hormone,emptyvalue,emptyvalue,49850-1,Insulin-like growth factor-I [Mass/volume] in Serum or Plasma --baseline,http://loinc.org,2.34,ug/L,X
2689,IGF-1,IGF-1,ng/ml,Hormone,emptyvalue,emptyvalue,2484-4,Insulin-like growth factor-I [Mass/volume] in Serum or Plasma,http://loinc.org,2.70,ng/mL,X
2690,IGE,"IgE, gesamt",kU/l,Proteindiagnostik,emptyvalue,emptyvalue,83102-4,IgE [Units/volume] in Serum or Plasma by Immunoassay,http://loinc.org,2.69,kU/L,X
2691,IGD,Immunglobulin D [Fremdlabor],mg/l,Proteindiagnostik,emptyvalue,emptyvalue,2460-4,IgD [Mass/volume] in Serum,http://loinc.org,2.40,mg/L,X
2692,IGA-S,IgA,g/l,Proteindiagnostik,emptyvalue,emptyvalue,2458-8,IgA [Mass/volume] in Serum or Plasma,http://loinc.org,2.73,g/L,X
2693,IGAN,IgA nephelometrisch,g/l,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
2695,IGAIT,IgA intrathekale Synthese,%,Proteindiagnostik,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,%,X
2696,IGA2,IgA 2,g/l,Proteindiagnostik,emptyvalue,emptyvalue,6939-3,IgA subclass 2 [Mass/volume] in Serum,http://loinc.org,2.42,g/L,X
2697,IGA1,IgA 1,g/l,Proteindiagnostik,emptyvalue,emptyvalue,6886-6,IgA subclass 1 [Mass/volume] in Serum,http://loinc.org,2.42,g/L,X
2698,IGA,IgA,g/l,Proteindiagnostik,emptyvalue,emptyvalue,2458-8,IgA [Mass/volume] in Serum or Plasma,http://loinc.org,2.70,g/L,X
2701,IFBAK,Interferon beta AK [Fremdlabor],Titer,#NV,emptyvalue,emptyvalue,35139-5,Interferon beta Ab [Titer] in Serum or Plasma,http://loinc.org,2.40,&#123;titer},X
2703,IFAK,"Intrinsicfaktor, Ak geg.",RE/ml,Perniziöse Anämie assoziierte Autoantikörper,emptyvalue,emptyvalue,56539-0,Intrinsic factor Ab [Units/volume] in Serum by Immunoassay,http://loinc.org,2.69,[arb'U]/mL,X
2707,ICA,"Inselzellen, Ak geg.",Titer,Diabetes Mellitus assoziierte Autoantikörper,emptyvalue,emptyvalue,56687-7,Pancreatic islet cell IgG Ab [Titer] in Serum by Immunofluorescence,http://loinc.org,2.32,&#123;titer},X
2708,IBU,Ibuprofen-Spiegel [Fremdlabor],µg/ml,#NV,emptyvalue,emptyvalue,35614-7,Ibuprofen [Mass/volume] in Serum or Plasma by Screen method,http://loinc.org,2.40,ug/mL,X
2709,IBROCT,Influenza B Ct,emptyvalue,Virologie,emptyvalue,emptyvalue,90886-3	,Influenza virus B RNA [Cycle Threshold #] in Specimen by NAA with probe detection,http://loinc.org,2.69,emptyvalue,X
2710,IBPCR,Influenza B Virus,emptyvalue,Virologie,emptyvalue,emptyvalue,40982-1,Influenza virus B RNA [Presence] in Specimen by NAA with probe detection,http://loinc.org,2.69,&#123;Ct_value},X
2712,IBIL,Bilirubin (indirekt),mg/dl,Klinische Chemie,emptyvalue,emptyvalue,1971-1,Bilirubin.indirect [Mass/volume] in Serum or Plasma,http://loinc.org,2.70,mg/dL,X
2713,IBI,Influenza Virus B IFT,emptyvalue,Virologie,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
2714,IBGS,Influenza B Virus IgG,Index,Virologie,emptyvalue,emptyvalue,88903-0,Influenza virus B IgG Ab [Presence] in Serum by Immunoassay,http://loinc.org,2.64,&#123;Index_val},X
2716,IBGL,Influenza B Virus IgG,Index,Virologie,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
2719,IBFT,Influenza B Virus,emptyvalue,Virologie,emptyvalue,emptyvalue,40982-1,Influenza virus B RNA [Presence] in Specimen by NAA with probe detection,http://loinc.org,2.69,emptyvalue,X
2721,IBCEX,Influenza B Virus Cepheid PCR,emptyvalue,Virologie,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
2722,IBCEPX,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue
2724,IBCECtPX,Influenza B Virus (Cepheid Multiplex Ct),emptyvalue,Virologie,emptyvalue,emptyvalue,90886-3,Influenza virus B RNA [Cycle Threshold #] in Specimen by NAA with probe detection,http://loinc.org,2.69,emptyvalue,X
2725,IBCE,Influenza B Virus,emptyvalue,Virologie,emptyvalue,emptyvalue,40982-1,Influenza virus B RNA [Presence] in Specimen by NAA with probe detection,http://loinc.org,2.73,emptyvalue,X
2726,IBAS,Influenza B Virus IgA,Index,Virologie,emptyvalue,emptyvalue,43852-3,Influenza virus B IgA Ab [Presence] in Serum,http://loinc.org,2.56,&#123;Index_val},X
2728,IBALE,Influenza B POC,emptyvalue,Virologie,emptyvalue,emptyvalue,40982-1,Influenza virus B RNA [Presence] in Specimen by NAA with probe detection,http://loinc.org,2.69,emptyvalue,X
2733,IBAL,Influenza B Virus IgA,Index,Virologie,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
2734,IBAG,Influenza B Virus,emptyvalue,Virologie,emptyvalue,emptyvalue,31864-2,Influenza virus B Ag [Presence] in Specimen,http://loinc.org,2.73,emptyvalue,X
2735,IAROCT,Influenza A Ct,emptyvalue,Virologie,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
2736,IAPCR,Influenza A Virus,emptyvalue,Virologie,emptyvalue,emptyvalue,34487-9,Influenza virus A RNA [Presence] in Specimen by NAA with probe detection,http://loinc.org,2.73,emptyvalue,X
2738,IAKFV,"Insulin humanes, Ak geg. [Fremdlabor]",U/ml,emptyvalue,emptyvalue,emptyvalue,8074-7,Insulin human Ab [Units/volume] in Serum,http://loinc.org,2.73,[arb'U]/mL,X
2741,IAK,"Insulin humanes, Ak geg.",E/ml,Diabetes Mellitus assoziierte Autoantikörper,emptyvalue,emptyvalue,8074-7,Insulin human Ab [Units/volume] in Serum,http://loinc.org,2.68,[arb'U]/mL,X
2744,IAI,Influenza Virus A IFT,emptyvalue,Virologie,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
2745,IAGS,Influenza A Virus IgG,Index,Virologie,emptyvalue,emptyvalue,86566-7,Influenza virus A IgG Ab [Presence] in Serum by Immunoassay,http://loinc.org,2.61,&#123;Index_val},X
2747,IAGL,Influenza A Virus IgG,Index,Virologie,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
2748,IAFT,Influenza A Virus,emptyvalue,Virologie,emptyvalue,emptyvalue,34487-9	,Influenza virus A RNA [Presence] in Specimen by NAA with probe detection,http://loinc.org,2.69,emptyvalue,X
2750,IACEX,Influenza A Virus Cepheid PCR,emptyvalue,Virologie,emptyvalue,emptyvalue,34487-9,Influenza virus A RNA [Presence] in Specimen by NAA with probe detection,http://loinc.org,2.73,emptyvalue,X
2752,IACECt2PX,Influenza A Virus (Cepheid Multiplex Ct2),emptyvalue,Virologie,emptyvalue,emptyvalue,74040-7	,Influenza virus A N2 RNA [Cycle Threshold #] in Specimen by NAA with probe detection,emptyvalue,2.69,&#123;Ct_value},emptyvalue
2753,IACECt1PX,Influenza A Virus (Cepheid Multiplex Ct1),emptyvalue,Virologie,emptyvalue,emptyvalue,81308-9,Influenza virus A RNA [Cycle Threshold #] in Respiratory system specimen by NAA with probe detection,http://loinc.org,2.75,emptyvalue,X
2754,IACE,Influenza A Virus.,emptyvalue,Virologie,emptyvalue,emptyvalue,34487-9,Influenza virus A RNA [Presence] in Specimen by NAA with probe detection,http://loinc.org,2.73,emptyvalue,X
2756,IAAS,Influenza A Virus IgA,Index,Virologie,emptyvalue,emptyvalue,43851-5,Influenza virus A IgA Ab [Presence] in Serum,http://loinc.org,2.56,&#123;Index_val},X
2759,IAALE,Influenza A POC,emptyvalue,Virologie,emptyvalue,emptyvalue,34487-9,Influenza virus A RNA [Presence] in Specimen by NAA with probe detection,http://loinc.org,2.69,emptyvalue,X
2760,IAAL,Influenza A Virus IgA,Index,Virologie,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
2762,IAAG,Influenza A Virus,emptyvalue,Virologie,emptyvalue,emptyvalue,31859-2,Influenza virus A Ag [Presence] in Specimen,http://loinc.org,2.73,emptyvalue,X
2763,IA2FV,"Tyrosinphosphatase IA2, Ak g. [Fremdlabor]",IE/ml,emptyvalue,emptyvalue,emptyvalue,56718-0,Islet cell 512 Ab [Units/volume] in Serum by Immunoassay,http://loinc.org,2.73,[arb'U]/mL,X
2764,IA2,"Tyrosinphosphatase IA2, Ak g.",U/ml,0,emptyvalue,emptyvalue,56718-0,Islet cell 512 Ab [Units/volume] in Serum by Immunoassay,http://loinc.org,2.69,[arb'U]/mL,X
2765,i77IgE,"Feldwespengift, IgE geg.",kU/L,Insekten und Insektengifte IgE,emptyvalue,emptyvalue,6198-6,Paper wasp IgE Ab [Units/volume] in Serum,http://loinc.org,2.70,k[IU]/L,X
2766,i75IgE,"Hornissengift, europäisch, IgE geg.",kU/L,Insekten und Insektengifte IgE,emptyvalue,emptyvalue,15342-9,European Hornet IgE Ab [Units/volume] in Serum,http://loinc.org,2.42,k[IU]/L,X
2767,i73IgE,"Mückenlarve, rot, IgE geg.",kU/L,Insekten und Insektengifte IgE,emptyvalue,emptyvalue,6047-5,Bloodworm IgE Ab [Units/volume] in Serum,http://loinc.org,2.70,k[IU]/L,X
2768,i71IgE,"Stechmücke, IgE geg.",kU/l,Insekten und Insektengifte IgE,emptyvalue,emptyvalue,54909-7,Culex mosquito IgE Ab [Units/volume] in Serum,http://loinc.org,2.42,k[IU]/L,X
2769,i70IgE,"Feuerameise, IgE geg.",kU/L,Insekten und Insektengifte IgE,emptyvalue,emptyvalue,6117-6,Red Imported Fire Ant IgE Ab [Units/volume] in Serum,http://loinc.org,2.70,k[IU]/L,X
2770,i5IgE,"Gelbwespengift (Langkopfwespen), IgE geg.",kU/L,Insekten und Insektengifte IgE,emptyvalue,emptyvalue,13176-3,Wasp venom IgE Ab [Units/volume] in Serum,http://loinc.org,2.42,k[IU]/L,X
2771,i3IgG4,"Wespe, IgG4 geg.",mg/l,#NV,emptyvalue,emptyvalue,56434-4,Yellow Jacket IgG4 Ab [Mass/volume] in Serum,http://loinc.org,2.70,mg/L,X
2772,i3IgG,"Wespe, IgG geg.",mg/l,IgG Antigene,emptyvalue,emptyvalue,41229-6,Yellow Jacket IgG Ab [Mass/volume] in Serum,http://loinc.org,2.40,mg/L,X
2773,i3IgE,"Wespengiftprotein, IgE geg.",kU/l,Insekten und Insektengifte IgE,emptyvalue,emptyvalue,6740-5,Yellow Jacket IgE Ab [Units/volume] in Serum,http://loinc.org,2.54,k[IU]/L,X
2774,i217IgE,"Biene (Apis mellifera) rApi m10, IgE geg.",kU/l,Insekten und Insektengifte IgE,emptyvalue,emptyvalue,82613-1,Honey bee recombinant (rApi m) 10 IgE Ab [Units/volume] in Serum,http://loinc.org,2.58,k[IU]/mL,X
2775,i216IgE,"Biene (Apis mellifera) rApi m5, IgE geg.",kU/l,Insekten und Insektengifte IgE,emptyvalue,emptyvalue,94276-3,Honey bee dipeptidyl peptidase recombinant (rApi m) 5 IgE Ab [Units/volume] in Serum,http://loinc.org,2.68,k[IU]/L,X
2776,i215IgE,"Biene (Apis mellifera) rApi m3, IgE geg.",kU/l,Insekten und Insektengifte IgE,emptyvalue,emptyvalue,94275-5,Honey bee acid phosphatase recombinant (rApi m) 3 IgE Ab [Units/volume] in Serum,http://loinc.org,2.68,k[IU]/L,X
2777,i214IgE,"Biene (Apis mellifera) rApi m2, IgE geg.",kU/l,Insekten und Insektengifte IgE,emptyvalue,emptyvalue,79167-3,Honey bee recombinant (rApi m) 2 IgE Ab [Units/volume] in Serum,http://loinc.org,2.68,k[IU]/L,X
2778,i212IgE,"Wespe (Vespula vulgaris) rVes v2, IgE geg.",kU/l,Insekten und Insektengifte IgE,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
2779,i211IgE,"Wespe (Vespula vulgaris) rVes v1, IgE geg.",kU/l,Insekten und Insektengifte IgE,emptyvalue,emptyvalue,66714-7,Common wasp recombinant (rVes v) 1 IgE Ab [Units/volume] in Serum,http://loinc.org,2.70,k[IU]/L,X
2780,i210IgE,"Feldwespengift , rPol d5, Antigen 5, IgE geg.",kU/L,Insekten und Insektengifte IgE,emptyvalue,emptyvalue,63436-0,Paper wasp recombinant (rPol d) 5 IgE Ab [Units/volume] in Serum,http://loinc.org,2.70,k[IU]/L,X
2781,i209IgE,"Wespe (Vespula vulgaris) rVes v5, IgE geg.",kU/l,Insekten und Insektengifte IgE,emptyvalue,emptyvalue,60240-9,Common wasp recombinant (rVes v) 5 IgE Ab [Units/volume] in Serum,http://loinc.org,2.70,k[IU]/L,X
2782,i208IgE,"Biene (Apis mellifera) rApi m1, IgE geg.",kU/l,Insekten und Insektengifte IgE,emptyvalue,emptyvalue,60421-5,Honey bee phospholipase A2 recombinant (rApi m) 1 IgE Ab [Units/volume] in Serum,http://loinc.org,2.70,k[IU]/L,X
2783,i205IgE,"Hummelgift, IgE geg.",kU/L,Insekten und Insektengifte IgE,emptyvalue,emptyvalue,6056-6,Bumble Bee IgE Ab [Units/volume] in Serum,http://loinc.org,2.70,k[IU]/L,X
2784,i204IgE,"Bremse (Tabanus spp.), IgE geg.",kU/L,Insekten und Insektengifte IgE,emptyvalue,emptyvalue,6144-0,Horse Fly IgE Ab [Units/volume] in Serum,http://loinc.org,2.70,k[IU]/L,X
2785,i1IgG4,"Biene, IgG4 geg.",mg/l,#NV,emptyvalue,emptyvalue,56286-8,Honey bee IgG4 Ab [Mass/volume] in Serum,http://loinc.org,2.70,mg/L,X
2786,i1IgG,"Biene, IgG geg.",mg/l,IgG Antigene,emptyvalue,emptyvalue,49739-6,Honey bee IgG Ab [Mass/volume] in Serum,http://loinc.org,2.40,mg/L,X
2787,i1IgE,"Honigbiene, IgE geg.",kU/l,Insekten und Insektengifte IgE,emptyvalue,emptyvalue,6844-5,Honey bee IgE Ab [Units/volume] in Serum,http://loinc.org,2.54,k[IU]/L,X
2790,HZYLS,Hyaline Zylinder (Sed.),/GF,Urinsediment,emptyvalue,emptyvalue,46135-0,Hyaline casts [#/area] in Urine sediment by Microscopy high power field,http://loinc.org,2.40,/[HPF],emptyvalue
2791,HZYLS,Hyaline Zylinder (Sed.),/GF,Urinsediment,emptyvalue,emptyvalue,88966-7,Hyaline casts [#/area] in Urine sediment,http://loinc.org,2.64,emptyvalue,X
2792,HYPST,Helicobacter pylorii Ag im Stuhl [Fremdlabor],emptyvalue,#NV,emptyvalue,emptyvalue,17780-8	,Helicobacter pylori Ag [Presence] in Stool by Immunoassay,http://loinc.org,2.56,emptyvalue,X
2793,HYPO-HE,hypochrome Erythrozyten,%,emptyvalue,emptyvalue,emptyvalue,76069-4,Erythrocytes.hypochromic/100 erythrocytes in Blood by Automated count,http://loinc.org,2.66,%,X
2794,HYPO,Hypochromasie,emptyvalue,Blutbild,emptyvalue,emptyvalue,728-6,Hypochromia [Presence] in Blood by Light microscopy,http://loinc.org,2.56,emptyvalue,X
2797,HYPER-HE,hyperchrome Erythrozyten,%,emptyvalue,emptyvalue,emptyvalue,76090-0,Erythrocytes.hyperchromic/100 erythrocytes in Blood by Automated count,http://loinc.org,2.50,%,X
2798,HYMO,Hydromorphon [Fremdlabor],µg/l,Medikamente Sonstiges,emptyvalue,emptyvalue,3683-0,HYDROmorphone [Mass/volume] in Serum or Plasma,http://loinc.org,2.73,ug/L,X
2800,HYMBSY,Hydroxymethylbilan-Synthase [Fremdlabor],nmol/s/l,Klinische Chemie,emptyvalue,emptyvalue,12810-8	,Porphobilinogen deaminase [Enzymatic activity/volume] in Blood,http://loinc.org,2.66,nmol/s/L&#123;RBCs},X
2801,HYDTH,Hydrochlorothiazid [Fremdlabor],ng/ml,#NV,emptyvalue,emptyvalue,3675-6,hydroCHLOROthiazide [Mass/volume] in Serum or Plasma,http://loinc.org,2.44,ng/mL,X
2802,HYDR,Hydrazin [Fremdlabor],µg/l,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,ug/L,X
2803,HYCR,Hypocretin [Fremdlabor],pg/ml,#NV,emptyvalue,emptyvalue,91670-0,Orexin-A [Mass/volume] in Cerebral spinal fluid,http://loinc.org,2.66,pg/mL,X
2805,HYCO,Hydrocodon [Fremdlabor],µg/l,Medikamente Sonstiges,emptyvalue,emptyvalue,3680-6,HYDROcodone [Mass/volume] in Serum or Plasma,http://loinc.org,2.34,ug/L,X
2806,HYALU,Anti Streptokokken Hyaluronidase [Fremdlabor],E/ml,Proteindiagnostik,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,[arb'U]/mL,X
2810,hx2IgE,"Hausstaubmischung (h2, d1, d2, i6), IgE geg.",mg/l,Inhalationsallergene IgE,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
2811,HUND,Hund (Allergenmessung aus Umweltprobe),kU/l,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
2814,HUB,"Neuronenkerne (Hu), Ak geg.",emptyvalue,Paraneoplasie assoziierte Autoantikörper,emptyvalue,emptyvalue,41769-1,Neuronal nuclear type 1 Ab [Presence] in Serum by Immunoblot,http://loinc.org,2.58,emptyvalue,X
2816,HU,"Hu, Ak geg.",Titer,Paraneoplasie assoziierte Autoantikörper,emptyvalue,emptyvalue,13997-2,Neuronal nuclear type 1 Ab [Titer] in Serum,http://loinc.org,2.70,&#123;titer},X
2818,HTRAA,H. pylori IgAHtrA [Fremdlabor],emptyvalue,emptyvalue,emptyvalue,emptyvalue,16125-7,Helicobacter pylori IgA Ab [Presence] in Serum,emptyvalue,2.73,emptyvalue,emptyvalue
2820,HTLV1PCR,HTLV1 RNA,IU/ml,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
2821,HTLV,HTLV 1/2 Ak [Fremdlabor],emptyvalue,#NV,emptyvalue,emptyvalue,29901-6,HTLV I+II Ab [Presence] in Serum by Immunoassay,http://loinc.org,2.56,emptyvalue,X
2824,HSXS,Herpes simplex Virus IgG,emptyvalue,Virologie,emptyvalue,emptyvalue,40728-8,Herpes simplex virus IgG Ab [Presence] in Serum by Immunoassay,http://loinc.org,2.56,emptyvalue,X
2825,HST-S,Harnstoff,mg/dl,Klinische Chemie,emptyvalue,emptyvalue,3091-6,Urea [Mass/volume] in Serum or Plasma,http://loinc.org,2.73,mg/dL,X
2826,HST480,Harnstoff 480 min.,mg/dl,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
2827,HST360,Harnstoff 360 min.,mg/dl,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
2828,HST240,Harnstoff 240 min.,mg/dl,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
2829,HST120,Harnstoff 120 min.,mg/dl,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
2830,HST0,Harnstoff 0 min.,mg/dl,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
2831,HST,Harnstoff,mg/dl,Klinische Chemie,emptyvalue,emptyvalue,3091-6,Urea [Mass/volume] in Serum or Plasma,http://loinc.org,2.42,mg/dL,X
2833,HSRS,Harnsaeure (Kristalle) [Sed.],/GF,Urinsediment,emptyvalue,emptyvalue,33031-6,Sodium urate crystals [#/area] in Urine sediment by Microscopy low power field,http://loinc.org,2.70,/[LPF],emptyvalue
2835,HSMSW,Herpes simplex Virus IgM,Ratio,Virologie,emptyvalue,emptyvalue,40729-6,Herpes simplex virus IgM Ab [Presence] in Serum by Immunoassay,http://loinc.org,2.73,&#123;ratio},X
2837,HSMS,Herpes simplex Virus  IgM,emptyvalue,Virologie,emptyvalue,emptyvalue,40729-6,Herpes simplex virus IgM Ab [Presence] in Serum by Immunoassay,http://loinc.org,2.56,emptyvalue,X
2840,HSML,Herpes simplex Virus IgM,emptyvalue,Virologie,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,emptyvalue,X
2844,HSGSW,Herpes simplex Virus IgG,RE/ml,Virologie,emptyvalue,emptyvalue,52981-8,Herpes simplex virus IgG Ab [Units/volume] in Serum by Immunoassay,http://loinc.org,2.69,[arb'U]/mL,X
2845,HSGS,Herpes simplex Virus IgG Quantifizierung,IU/ML,Virologie,emptyvalue,emptyvalue,52981-8,Herpes simplex virus IgG Ab [Units/volume] in Serum by Immunoassay,http://loinc.org,2.69,[arb'U]/mL,X
2847,HSGL,Herpes simplex Virus IgG,IU/ml,Virologie,emptyvalue,emptyvalue,16943-3,Herpes simplex virus IgG Ab [Units/volume] in Cerebral spinal fluid,http://loinc.org,2.69,[IU]/mL,X
2849,HSCRP,Hoch sensitives C-reaktives Protein,mg/l,Klinische Chemie,emptyvalue,emptyvalue,30522-7,C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method,http://loinc.org,2.69,mg/L,X
2850,HS2P,Herpes simplex Virus 2,emptyvalue,Virologie,emptyvalue,emptyvalue,16131-5,Herpes simplex virus 2 DNA [Presence] in Specimen by NAA with probe detection,http://loinc.org,2.73,emptyvalue,X
2852,HS2N9,Herpes simplex Virus 2,emptyvalue,Virologie,emptyvalue,emptyvalue,16131-5,Herpes simplex virus 2 DNA [Presence] in Specimen by NAA with probe detection,http://loinc.org,2.73,emptyvalue,X
2853,HS1P,Herpes simplex Virus 1,emptyvalue,Virologie,emptyvalue,emptyvalue,16130-7,Herpes simplex virus 1 DNA [Presence] in Specimen by NAA with probe detection,http://loinc.org,2.69,emptyvalue,X
